usage_id,customer_id,month,data_used_gb,calls_minutes,texts_sent,revenue
U0002359,VZ000315,2024-05,33.42,716,1617,45
U0002360,VZ000132,2024-05,41.23,1058,4710,40
U0002361,VZ000244,2024-05,46.47,1572,590,45
U0002362,VZ000270,2024-05,49.13,1037,3124,40
U0002363,VZ000034,2024-05,46.88,241,3417,70
U0002364,VZ000261,2024-05,38.21,1092,3471,45
U0002365,VZ000390,2024-05,47.01,222,585,40
U0002366,VZ000302,2024-05,57.1,205,3753,40
U0002367,VZ000071,2024-05,17.31,1247,3785,40
U0002368,VZ000254,2024-05,38.18,1562,3089,70
U0002369,VZ000412,2024-05,56.98,1310,3628,40
U0002370,VZ000307,2024-05,54.23,1648,3377,45
U0002371,VZ000121,2024-05,38.02,1817,2128,45
U0002372,VZ000423,2024-05,13.13,940,1146,40
U0002373,VZ000334,2024-05,16.08,1313,1531,45
U0002374,VZ000031,2024-05,43.33,918,2141,55
U0002375,VZ000140,2024-05,40.85,1209,3818,45
U0002376,VZ000355,2024-05,35.95,1924,1646,40
U0002377,VZ000142,2024-05,27.55,1257,528,45
U0002378,VZ000432,2024-05,24.38,364,1714,70
U0002379,VZ000300,2024-05,15.68,1809,4428,70
U0002380,VZ000462,2024-05,27.66,1695,2338,45
U0002381,VZ000465,2024-05,2.15,1305,1092,45
U0002382,VZ000475,2024-05,1.22,1065,4824,40
U0002383,VZ000022,2024-05,59.51,1976,4030,70
U0002384,VZ000068,2024-05,25.15,1166,4718,40
U0002385,VZ000429,2024-05,5.38,384,1649,45
U0002386,VZ000163,2024-05,35.76,1401,1168,45
U0002387,VZ000115,2024-05,33.85,553,2724,55
U0002388,VZ000410,2024-05,1.73,1266,1255,55
U0002389,VZ000301,2024-05,14.37,780,2066,45
U0002390,VZ000354,2024-05,3.05,1095,837,45
U0002391,VZ000430,2024-05,40.17,1231,3746,55
U0002392,VZ000312,2024-05,34.74,561,2413,70
U0002393,VZ000185,2024-05,11.22,447,4515,45
U0002394,VZ000180,2024-05,54.92,716,3424,70
U0002395,VZ000403,2024-05,9.83,1138,1599,70
U0002396,VZ000293,2024-05,55.46,1275,662,55
U0002397,VZ000055,2024-05,9.87,1028,1006,45
U0002398,VZ000385,2024-05,15.56,293,4896,70
U0002399,VZ000253,2024-05,17.63,1922,4442,40
U0002400,VZ000431,2024-06,56.93,1426,3596,40
U0002401,VZ000157,2024-06,12.31,1750,2236,45
U0002402,VZ000142,2024-06,52.93,1779,4930,45
U0002403,VZ000452,2024-06,40.07,319,2186,45
U0002404,VZ000357,2024-06,6.86,843,2168,55
U0002405,VZ000192,2024-06,19.96,1551,1286,45
U0002406,VZ000255,2024-06,59.75,1967,4783,55
U0002407,VZ000406,2024-06,25.48,732,4017,40
U0002408,VZ000312,2024-06,30.09,1426,2962,70
U0002409,VZ000117,2024-06,42.52,1462,2315,70
U0002410,VZ000050,2024-06,47.12,1344,3811,70
U0002411,VZ000441,2024-06,8.84,1155,1070,55
U0002412,VZ000062,2024-06,9.28,1556,996,55
U0002413,VZ000052,2024-06,44.36,543,3331,45
U0002414,VZ000031,2024-06,59.14,145,1292,55
U0002415,VZ000020,2024-06,14.55,639,3563,40
U0002416,VZ000140,2024-06,48.22,1478,1255,45
U0002417,VZ000016,2024-06,53.8,1316,845,45
U0002418,VZ000177,2024-06,51.25,827,2133,45
U0002419,VZ000395,2024-06,56.26,335,765,45
U0002420,VZ000087,2024-06,21.23,854,1354,55
U0002421,VZ000328,2024-06,45.05,709,502,55
U0002422,VZ000420,2024-06,4.81,1817,1808,45
U0002423,VZ000197,2024-06,11.67,1521,3436,45
U0002424,VZ000064,2024-06,39.36,1388,2765,45
U0002425,VZ000493,2024-06,26.91,557,1038,70
U0002426,VZ000433,2024-06,55.97,1374,1271,40
U0002427,VZ000356,2024-06,49.82,1506,1332,70
U0002428,VZ000224,2024-06,11.65,602,1471,55
U0002429,VZ000138,2024-06,39.52,1903,3468,45
U0002430,VZ000231,2024-06,19.85,1069,3241,70
U0002431,VZ000480,2024-06,7.93,1865,3200,40
U0002432,VZ000366,2024-06,47.0,228,4649,70
U0002433,VZ000017,2024-06,32.39,922,3966,70
U0002434,VZ000124,2024-06,2.81,901,1548,70
U0002435,VZ000280,2024-06,55.74,1650,625,55
U0002436,VZ000460,2024-06,40.21,1526,2117,40
U0002437,VZ000487,2024-06,12.61,1216,3170,70
U0002438,VZ000354,2024-06,39.59,1350,874,45
U0002439,VZ000084,2024-06,2.09,1287,4208,70
U0002440,VZ000290,2024-06,37.89,1912,4488,55
U0002441,VZ000428,2024-06,55.07,1044,2392,70
U0002442,VZ000072,2024-06,33.51,1570,2471,45
U0002443,VZ000471,2024-06,30.41,1880,1131,55
U0002444,VZ000131,2024-06,20.65,967,1114,70
U0002445,VZ000139,2024-06,58.24,1880,4170,70
U0002446,VZ000314,2024-06,16.45,589,764,70
U0002447,VZ000230,2024-06,47.63,1454,1080,70
U0002448,VZ000274,2024-06,30.49,675,4859,45
U0002449,VZ000426,2024-06,50.1,644,1219,70
U0002450,VZ000418,2024-06,49.58,1429,1920,70
U0002451,VZ000018,2024-06,30.23,630,1429,40
U0002452,VZ000364,2024-06,47.76,877,2812,45
U0002453,VZ000203,2024-06,46.34,550,1528,55
U0002454,VZ000477,2024-06,34.34,1681,665,55
U0002455,VZ000065,2024-06,15.72,1406,664,55
U0002456,VZ000200,2024-06,59.66,1221,1281,45
U0002457,VZ000051,2024-06,28.23,1956,633,55
U0002458,VZ000207,2024-06,8.43,1551,999,45
U0002459,VZ000396,2024-06,28.01,846,897,45
U0002460,VZ000326,2024-06,20.29,1756,1858,40
U0002461,VZ000039,2024-06,51.94,1163,2183,70
U0002462,VZ000035,2024-06,1.34,1680,1553,55
U0002463,VZ000316,2024-06,26.78,371,2194,55
U0002464,VZ000392,2024-06,10.21,1551,4784,45
U0002465,VZ000371,2024-06,1.77,535,2667,40
U0002466,VZ000467,2024-06,56.74,1536,2632,45
U0002467,VZ000198,2024-06,25.56,1928,618,70
U0002468,VZ000101,2024-06,58.02,542,1834,45
U0002469,VZ000478,2024-06,34.29,1589,4183,45
U0002470,VZ000386,2024-06,11.34,931,2406,45
U0002471,VZ000066,2024-06,42.13,1975,625,70
U0002472,VZ000253,2024-06,51.64,1857,3941,40
U0002473,VZ000387,2024-06,12.38,1778,614,70
U0002474,VZ000178,2024-06,43.39,701,2999,40
U0002475,VZ000107,2024-06,37.15,1084,1268,40
U0002476,VZ000146,2024-06,9.14,610,3760,40
U0002477,VZ000444,2024-06,42.95,592,1581,45
U0002478,VZ000252,2024-06,41.43,1431,967,40
U0002479,VZ000287,2024-06,22.79,1268,2838,40
U0002480,VZ000318,2024-06,32.75,1232,4340,45
U0002481,VZ000135,2024-06,43.15,299,4546,40
U0002482,VZ000379,2024-06,11.53,1234,817,55
U0002483,VZ000254,2024-06,32.27,1503,4691,70
U0002484,VZ000071,2024-06,53.94,409,3284,40
U0002485,VZ000324,2024-06,54.03,1722,1192,70
U0002486,VZ000166,2024-06,9.81,212,3401,55
U0002487,VZ000446,2024-06,35.14,1123,616,55
U0002488,VZ000032,2024-06,40.03,1099,3830,55
U0002489,VZ000445,2024-06,38.81,207,4761,55
U0002490,VZ000350,2024-06,33.54,1846,708,70
U0002491,VZ000466,2024-06,15.77,392,1541,70
U0002492,VZ000483,2024-06,4.18,1243,4251,55
U0002493,VZ000317,2024-06,7.43,1387,4755,70
U0002494,VZ000455,2024-06,37.56,1252,1429,45
U0002495,VZ000294,2024-06,45.79,1713,4541,40
U0002496,VZ000292,2024-06,4.75,1301,4691,45
U0002497,VZ000118,2024-06,25.61,1547,2272,40
U0002498,VZ000394,2024-06,59.62,1207,2634,55
U0002499,VZ000391,2024-06,52.55,750,983,70
U0002500,VZ000435,2024-06,7.87,553,4289,45
U0002501,VZ000187,2024-06,34.43,725,4965,45
U0002502,VZ000043,2024-06,53.83,982,529,40
U0002503,VZ000068,2024-06,10.02,1016,3415,40
U0002504,VZ000378,2024-06,46.34,591,3321,40
U0002505,VZ000244,2024-06,7.8,1634,711,45
U0002506,VZ000337,2024-06,5.64,375,2656,70
U0002507,VZ000202,2024-06,19.2,415,3606,45
U0002508,VZ000046,2024-06,16.52,865,2786,40
U0002509,VZ000262,2024-06,38.79,861,1956,55
U0002510,VZ000228,2024-06,6.74,1564,2751,55
U0002511,VZ000137,2024-06,41.6,1076,4655,45
U0002512,VZ000215,2024-06,49.75,1009,3596,55
U0002513,VZ000174,2024-06,16.37,545,3475,70
U0002514,VZ000010,2024-06,2.27,1878,4056,70
U0002515,VZ000367,2024-06,45.57,1169,2949,45
U0002516,VZ000222,2024-06,10.04,578,1665,70
U0002517,VZ000333,2024-06,9.78,1850,2544,70
U0002518,VZ000193,2024-06,11.5,361,2998,45
U0002519,VZ000225,2024-06,50.42,1766,2293,70
U0002520,VZ000359,2024-06,25.27,1844,3664,40
U0002521,VZ000125,2024-06,42.14,955,2563,45
U0002522,VZ000265,2024-06,14.56,195,4988,40
U0002523,VZ000027,2024-06,10.52,277,4504,55
U0002524,VZ000275,2024-06,52.81,1716,2009,40
U0002525,VZ000159,2024-06,10.64,1701,2233,55
U0002526,VZ000061,2024-06,38.05,786,2077,70
U0002527,VZ000235,2024-06,27.35,801,1401,45
U0002528,VZ000119,2024-06,55.03,1560,3943,70
U0002529,VZ000301,2024-06,47.57,892,3450,45
U0002530,VZ000351,2024-06,4.91,650,906,55
U0002531,VZ000430,2024-06,34.17,775,4161,55
U0002532,VZ000058,2024-06,22.19,1397,2473,40
U0002533,VZ000268,2024-06,34.56,1025,4975,45
U0002534,VZ000248,2024-06,24.16,206,3810,40
U0002535,VZ000408,2024-06,32.85,149,2173,45
U0002536,VZ000417,2024-06,18.42,316,2829,70
U0002537,VZ000212,2024-06,43.43,1238,1430,40
U0002538,VZ000372,2024-06,46.97,152,3066,70
U0002539,VZ000383,2024-06,30.22,1548,2636,55
U0002540,VZ000425,2024-06,53.1,1879,827,45
U0002541,VZ000096,2024-06,53.76,1171,3308,70
U0002542,VZ000173,2024-06,47.98,1235,1278,40
U0002543,VZ000199,2024-06,49.78,152,1613,45
U0002544,VZ000315,2024-06,34.26,638,3614,45
U0002545,VZ000158,2024-06,2.94,1360,824,40
U0002546,VZ000194,2024-06,12.94,430,2284,55
U0002547,VZ000302,2024-06,55.2,1394,514,40
U0002548,VZ000307,2024-06,52.46,110,714,45
U0002549,VZ000126,2024-06,19.33,1007,4468,40
U0002550,VZ000145,2024-06,13.22,1640,4407,40
U0002551,VZ000330,2024-06,56.05,1700,746,70
U0002552,VZ000028,2024-06,46.94,1374,4650,45
U0002553,VZ000495,2024-06,8.1,119,657,55
U0002554,VZ000439,2024-06,47.34,1126,2463,70
U0002555,VZ000454,2024-06,8.26,1845,1303,40
U0002556,VZ000076,2024-06,48.94,1328,1131,45
U0002557,VZ000358,2024-06,32.98,727,2414,40
U0002558,VZ000073,2024-06,40.19,1699,3236,45
U0002559,VZ000473,2024-06,54.53,1122,4428,55
U0002560,VZ000309,2024-06,44.91,855,2968,45
U0002561,VZ000388,2024-06,20.13,1480,4095,70
U0002562,VZ000462,2024-06,8.01,813,2250,45
U0002563,VZ000204,2024-06,56.07,233,1476,70
U0002564,VZ000038,2024-06,43.84,564,1935,40
U0002565,VZ000413,2024-06,59.48,744,2146,55
U0002566,VZ000110,2024-06,23.11,804,1550,70
U0002567,VZ000451,2024-06,24.46,1807,889,45
U0002568,VZ000111,2024-06,41.02,1135,2142,70
U0002569,VZ000161,2024-06,33.44,989,1232,40
U0002570,VZ000488,2024-06,44.29,503,668,55
U0002571,VZ000047,2024-06,49.71,632,2122,40
U0002572,VZ000085,2024-06,36.68,1969,3252,55
U0002573,VZ000100,2024-06,59.98,922,3261,55
U0002574,VZ000336,2024-06,13.82,359,2430,45
U0002575,VZ000185,2024-06,26.85,489,3842,45
U0002576,VZ000427,2024-06,48.24,747,4777,55
U0002577,VZ000339,2024-06,52.41,1768,4216,70
U0002578,VZ000297,2024-06,53.73,960,1459,70
U0002579,VZ000099,2024-06,23.25,285,2472,45
U0002580,VZ000459,2024-06,23.45,454,3409,70
U0002581,VZ000285,2024-06,15.44,1954,1775,55
U0002582,VZ000429,2024-06,18.68,834,2548,45
U0002583,VZ000001,2024-06,24.44,246,2011,45
U0002584,VZ000288,2024-06,28.53,892,1970,45
U0002585,VZ000218,2024-06,6.13,850,3084,70
U0002586,VZ000109,2024-06,56.31,1567,1364,40
U0002587,VZ000078,2024-06,39.79,1352,1548,55
U0002588,VZ000206,2024-06,12.42,830,1336,70
U0002589,VZ000476,2024-06,17.86,648,862,55
U0002590,VZ000349,2024-06,10.06,681,1986,45
U0002591,VZ000004,2024-06,6.24,881,3381,45
U0002592,VZ000299,2024-06,14.54,134,1341,45
U0002593,VZ000369,2024-06,17.25,1930,2319,55
U0002594,VZ000229,2024-06,51.82,1897,2593,45
U0002595,VZ000195,2024-06,37.2,495,4091,40
U0002596,VZ000322,2024-06,37.96,1290,4890,55
U0002597,VZ000208,2024-06,55.16,1643,2441,55
U0002598,VZ000345,2024-06,37.59,650,2085,55
U0002599,VZ000374,2024-06,10.59,927,4659,70
U0002600,VZ000171,2024-06,43.75,1251,2866,45
U0002601,VZ000021,2024-06,4.94,1976,3213,70
U0002602,VZ000279,2024-06,19.69,1993,2871,40
U0002603,VZ000105,2024-06,47.25,1237,4775,40
U0002604,VZ000127,2024-06,11.49,955,881,45
U0002605,VZ000411,2024-06,57.52,1738,2517,40
U0002606,VZ000136,2024-06,12.32,1218,757,45
U0002607,VZ000226,2024-06,33.47,1016,3790,40
U0002608,VZ000500,2024-06,21.08,284,4615,55
U0002609,VZ000389,2024-06,55.51,359,3265,70
U0002610,VZ000296,2024-06,22.95,788,3438,55
U0002611,VZ000353,2024-06,49.48,142,2424,55
U0002612,VZ000447,2024-06,17.03,489,3303,40
U0002613,VZ000091,2024-06,51.65,1295,2009,40
U0002614,VZ000023,2024-06,35.59,1190,3330,40
U0002615,VZ000381,2024-06,5.65,1770,1911,45
U0002616,VZ000012,2024-06,15.31,273,2606,70
U0002617,VZ000221,2024-06,48.03,581,2312,55
U0002618,VZ000086,2024-06,58.76,1627,1337,55
U0002619,VZ000055,2024-06,23.77,431,3352,45
U0002620,VZ000152,2024-06,16.04,1764,3924,45
U0002621,VZ000083,2024-06,26.64,1066,4192,55
U0002622,VZ000269,2024-06,23.24,116,2165,70
U0002623,VZ000007,2024-06,30.53,1624,3196,70
U0002624,VZ000448,2024-06,1.27,1279,4472,40
U0002625,VZ000398,2024-06,6.31,317,3708,45
U0002626,VZ000271,2024-06,11.87,398,3465,40
U0002627,VZ000176,2024-06,17.65,107,4258,45
U0002628,VZ000332,2024-06,9.03,570,1878,55
U0002629,VZ000376,2024-06,10.97,1188,4864,40
U0002630,VZ000103,2024-06,32.98,239,4649,40
U0002631,VZ000095,2024-06,43.47,888,2993,55
U0002632,VZ000033,2024-06,18.39,1114,4452,55
U0002633,VZ000214,2024-06,50.23,850,2082,40
U0002634,VZ000220,2024-06,48.75,910,1688,70
U0002635,VZ000272,2024-06,1.24,1972,1605,45
U0002636,VZ000025,2024-06,9.65,1196,4775,55
U0002637,VZ000205,2024-06,34.83,1650,3989,70
U0002638,VZ000196,2024-06,12.93,513,1061,45
U0002639,VZ000368,2024-06,29.27,450,2947,45
U0002640,VZ000148,2024-06,6.24,1811,3933,45
U0002641,VZ000458,2024-06,29.76,1977,3515,45
U0002642,VZ000181,2024-06,9.71,1196,3050,45
U0002643,VZ000465,2024-06,12.56,683,3557,45
U0002644,VZ000088,2024-06,28.44,1274,2714,70
U0002645,VZ000276,2024-06,28.78,1380,2692,40
U0002646,VZ000421,2024-06,6.29,385,2198,40
U0002647,VZ000242,2024-06,6.23,990,1485,40
U0002648,VZ000241,2024-06,13.44,247,2121,40
U0002649,VZ000144,2024-06,4.0,880,2822,45
U0002650,VZ000168,2024-06,43.33,1493,1107,45
U0002651,VZ000390,2024-06,34.86,1602,4359,40
U0002652,VZ000261,2024-06,20.43,329,4170,45
U0002653,VZ000319,2024-06,34.74,1018,2919,40
U0002654,VZ000184,2024-06,53.67,447,1818,45
U0002655,VZ000491,2024-06,50.11,1849,1069,55
U0002656,VZ000401,2024-06,14.0,666,4070,70
U0002657,VZ000497,2024-06,41.3,586,3384,45
U0002658,VZ000340,2024-06,51.57,1839,3400,45
U0002659,VZ000234,2024-06,23.75,1813,3352,55
U0002660,VZ000114,2024-06,43.88,1109,3102,40
U0002661,VZ000323,2024-06,53.7,934,3546,40
U0002662,VZ000484,2024-06,36.44,1251,2617,40
U0002663,VZ000089,2024-06,43.67,224,2220,70
U0002664,VZ000167,2024-06,31.49,943,2871,55
U0002665,VZ000129,2024-06,26.29,1083,4681,45
U0002666,VZ000143,2024-06,37.38,940,1283,70
U0002667,VZ000180,2024-06,11.42,250,904,70
U0002668,VZ000346,2024-06,53.9,369,1316,40
U0002669,VZ000277,2024-06,6.42,669,2839,40
U0002670,VZ000492,2024-06,54.23,945,1963,55
U0002671,VZ000397,2024-06,34.1,1661,3861,45
U0002672,VZ000267,2024-06,11.02,295,774,40
U0002673,VZ000132,2024-06,56.43,763,3085,40
U0002674,VZ000170,2024-06,41.9,738,2765,45
U0002675,VZ000355,2024-06,39.47,781,2105,40
U0002676,VZ000102,2024-06,7.39,872,3229,70
U0002677,VZ000082,2024-06,24.29,440,3485,40
U0002678,VZ000361,2024-06,22.99,1821,4121,70
U0002679,VZ000293,2024-06,45.27,1681,3952,55
U0002680,VZ000259,2024-06,10.55,933,1299,55
U0002681,VZ000377,2024-06,16.01,1104,3673,55
U0002682,VZ000239,2024-06,59.6,657,2608,40
U0002683,VZ000006,2024-06,42.1,720,2637,55
U0002684,VZ000321,2024-06,43.57,480,1603,40
U0002685,VZ000030,2024-06,19.86,441,1045,55
U0002686,VZ000256,2024-06,21.02,123,2561,70
U0002687,VZ000335,2024-06,45.82,1799,4395,40
U0002688,VZ000260,2024-06,44.92,1581,2605,55
U0002689,VZ000011,2024-06,20.55,1921,2494,55
U0002690,VZ000400,2024-06,45.81,1499,3745,70
U0002691,VZ000432,2024-06,46.92,1744,1979,70
U0002692,VZ000422,2024-06,57.67,1307,2573,55
U0002693,VZ000405,2024-06,43.83,1321,3111,70
U0002694,VZ000057,2024-06,5.27,432,2973,45
U0002695,VZ000457,2024-06,14.21,1632,2460,45
U0002696,VZ000410,2024-06,13.79,1549,925,55
U0002697,VZ000496,2024-06,36.29,511,2204,55
U0002698,VZ000236,2024-06,43.88,153,2351,70
U0002699,VZ000303,2024-06,6.52,381,3189,45
U0002700,VZ000469,2024-06,21.61,623,947,40
U0002701,VZ000298,2024-06,10.88,1145,1402,55
U0002702,VZ000165,2024-06,50.24,617,4823,40
U0002703,VZ000402,2024-06,59.46,1867,1556,55
U0002704,VZ000015,2024-06,38.72,619,4784,40
U0002705,VZ000407,2024-06,42.75,1868,4562,55
U0002706,VZ000063,2024-06,24.26,932,4096,40
U0002707,VZ000258,2024-06,11.63,1031,3262,40
U0002708,VZ000399,2024-06,43.21,830,4337,45
U0002709,VZ000098,2024-06,8.64,870,4849,70
U0002710,VZ000155,2024-06,40.29,138,2174,70
U0002711,VZ000156,2024-06,27.1,1983,2876,45
U0002712,VZ000284,2024-06,38.98,1106,743,40
U0002713,VZ000362,2024-06,47.04,845,1438,45
U0002714,VZ000360,2024-06,39.16,1481,2011,70
U0002715,VZ000270,2024-06,34.23,949,3892,40
U0002716,VZ000440,2024-06,46.77,541,764,45
U0002717,VZ000380,2024-06,15.59,261,876,70
U0002718,VZ000213,2024-06,39.96,1725,2770,55
U0002719,VZ000416,2024-06,32.84,752,4655,40
U0002720,VZ000412,2024-06,11.25,1681,3431,40
U0002721,VZ000423,2024-06,50.77,1110,2179,40
U0002722,VZ000373,2024-06,34.77,1933,801,45
U0002723,VZ000499,2024-06,10.1,1275,1972,70
U0002724,VZ000048,2024-06,4.99,220,1456,70
U0002725,VZ000036,2024-06,24.56,1825,2860,55
U0002726,VZ000216,2024-06,13.42,1666,1269,70
U0002727,VZ000343,2024-06,52.57,1247,3028,45
U0002728,VZ000067,2024-06,44.23,1607,731,40
U0002729,VZ000209,2024-06,50.89,1104,3699,45
U0002730,VZ000120,2024-06,55.04,1464,1598,70
U0002731,VZ000245,2024-06,25.54,167,608,45
U0002732,VZ000002,2024-06,36.67,600,4452,40
U0002733,VZ000347,2024-06,17.52,856,3119,70
U0002734,VZ000370,2024-06,44.82,322,3887,55
U0002735,VZ000108,2024-06,25.6,719,1239,70
U0002736,VZ000211,2024-06,46.79,1539,2538,40
U0002737,VZ000472,2024-06,13.19,1190,3211,40
U0002738,VZ000175,2024-06,32.08,1499,4419,70
U0002739,VZ000300,2024-06,4.72,1255,2775,70
U0002740,VZ000278,2024-06,29.68,1137,2513,40
U0002741,VZ000468,2024-06,1.35,590,2448,40
U0002742,VZ000147,2024-06,12.5,1347,3650,70
U0002743,VZ000341,2024-06,31.14,1329,2732,55
U0002744,VZ000331,2024-06,10.1,1759,3395,45
U0002745,VZ000474,2024-06,23.75,1798,741,70
U0002746,VZ000338,2024-06,22.3,715,2369,40
U0002747,VZ000104,2024-06,1.71,1043,1669,55
U0002748,VZ000003,2024-06,19.16,1730,1935,40
U0002749,VZ000243,2024-06,22.99,1038,3941,45
U0002750,VZ000013,2024-06,25.93,188,2047,45
U0002751,VZ000075,2024-06,4.81,1510,3122,40
U0002752,VZ000188,2024-06,4.0,363,3250,45
U0002753,VZ000464,2024-06,44.14,1781,4925,45
U0002754,VZ000481,2024-06,25.1,382,3532,55
U0002755,VZ000348,2024-06,16.04,1264,1196,45
U0002756,VZ000079,2024-06,24.61,527,2333,70
U0002757,VZ000479,2024-06,1.88,789,1673,45
U0002758,VZ000384,2024-06,43.53,1344,579,70
U0002759,VZ000251,2024-06,30.41,1019,2665,40
U0002760,VZ000049,2024-06,43.14,1846,3317,55
U0002761,VZ000094,2024-06,57.89,1760,3491,70
U0002762,VZ000313,2024-06,17.86,1856,2198,70
U0002763,VZ000186,2024-06,26.52,454,3553,40
U0002764,VZ000151,2024-06,36.75,433,1138,40
U0002765,VZ000283,2024-06,27.72,1740,4374,55
U0002766,VZ000019,2024-06,43.49,1262,4140,45
U0002767,VZ000273,2024-06,50.4,266,619,70
U0002768,VZ000494,2024-06,50.51,204,4612,45
U0002769,VZ000201,2024-06,12.81,953,4299,40
U0002770,VZ000163,2024-06,51.0,1519,1456,45
U0002771,VZ000434,2024-06,25.94,1876,2485,70
U0002772,VZ000249,2024-06,28.12,834,3117,55
U0002773,VZ000286,2024-06,57.71,1687,2045,70
U0002774,VZ000060,2024-06,3.03,872,3520,45
U0002775,VZ000232,2024-06,11.06,1275,737,70
U0002776,VZ000134,2024-06,56.4,770,3860,55
U0002777,VZ000438,2024-06,43.95,763,2454,40
U0002778,VZ000257,2024-06,20.72,1252,4495,45
U0002779,VZ000327,2024-06,35.24,363,4433,45
U0002780,VZ000116,2024-06,46.1,1484,4770,45
U0002781,VZ000305,2024-06,42.56,526,3782,70
U0002782,VZ000123,2024-06,6.36,338,1329,70
U0002783,VZ000436,2024-06,18.11,944,3288,45
U0002784,VZ000450,2024-06,7.98,683,4351,45
U0002785,VZ000128,2024-06,9.35,1471,2677,45
U0002786,VZ000053,2024-06,44.98,1588,2273,55
U0002787,VZ000179,2024-06,53.54,1356,3520,70
U0002788,VZ000054,2024-06,25.37,462,973,70
U0002789,VZ000233,2024-06,57.86,1667,3720,45
U0002790,VZ000382,2024-06,38.03,1925,760,40
U0002791,VZ000154,2024-06,20.43,1144,3330,40
U0002792,VZ000486,2024-06,28.69,684,4993,55
U0002793,VZ000130,2024-06,41.43,1227,905,70
U0002794,VZ000029,2024-06,39.5,1371,1409,55
U0002795,VZ000461,2024-06,53.37,1198,2368,45
U0002796,VZ000237,2024-06,24.13,1322,2731,40
U0002797,VZ000077,2024-06,40.31,474,4366,40
U0002798,VZ000040,2024-06,48.13,773,530,70
U0002799,VZ000014,2024-06,1.22,102,4898,45
U0002800,VZ000047,2024-07,6.07,1309,2977,40
U0002801,VZ000066,2024-07,20.0,694,1776,70
U0002802,VZ000356,2024-07,12.56,771,3036,70
U0002803,VZ000375,2024-07,33.08,633,2678,70
U0002804,VZ000038,2024-07,20.33,982,3643,40
U0002805,VZ000233,2024-07,53.32,895,1391,45
U0002806,VZ000184,2024-07,50.52,545,2510,45
U0002807,VZ000017,2024-07,46.04,1219,771,70
U0002808,VZ000434,2024-07,1.8,233,2817,70
U0002809,VZ000390,2024-07,22.53,585,2637,40
U0002810,VZ000393,2024-07,37.42,188,770,45
U0002811,VZ000415,2024-07,59.56,1342,2756,45
U0002812,VZ000379,2024-07,39.11,1443,817,55
U0002813,VZ000325,2024-07,14.32,1857,1665,70
U0002814,VZ000006,2024-07,28.98,1825,4785,55
U0002815,VZ000367,2024-07,33.61,737,4155,45
U0002816,VZ000371,2024-07,37.2,329,912,40
U0002817,VZ000432,2024-07,18.62,545,3433,70
U0002818,VZ000491,2024-07,44.66,710,792,55
U0002819,VZ000249,2024-07,16.4,1751,3050,55
U0002820,VZ000193,2024-07,24.34,199,3933,45
U0002821,VZ000478,2024-07,42.31,268,4731,45
U0002822,VZ000333,2024-07,3.52,1511,2694,70
U0002823,VZ000291,2024-07,36.74,304,1368,55
U0002824,VZ000443,2024-07,26.75,503,4529,40
U0002825,VZ000484,2024-07,22.12,1285,1365,40
U0002826,VZ000380,2024-07,42.55,1368,4680,70
U0002827,VZ000441,2024-07,23.24,219,3493,55
U0002828,VZ000032,2024-07,3.78,278,3022,55
U0002829,VZ000266,2024-07,17.69,898,3148,55
U0002830,VZ000120,2024-07,12.63,532,3579,70
U0002831,VZ000044,2024-07,31.97,1675,3562,55
U0002832,VZ000012,2024-07,1.01,1806,2248,70
U0002833,VZ000267,2024-07,11.31,238,2596,40
U0002834,VZ000328,2024-07,32.19,441,2668,55
U0002835,VZ000036,2024-07,11.85,1668,3158,55
U0002836,VZ000265,2024-07,28.79,1289,865,40
U0002837,VZ000028,2024-07,52.51,1658,3638,45
U0002838,VZ000445,2024-07,59.48,1497,599,55
U0002839,VZ000157,2024-07,15.94,1966,2758,45
U0002840,VZ000474,2024-07,57.59,1867,2033,70
U0002841,VZ000124,2024-07,36.58,1070,4098,70
U0002842,VZ000411,2024-07,39.84,1454,984,40
U0002843,VZ000154,2024-07,59.66,1256,4570,40
U0002844,VZ000455,2024-07,5.09,856,1964,45
U0002845,VZ000225,2024-07,40.72,959,4677,70
U0002846,VZ000023,2024-07,45.56,1689,1064,40
U0002847,VZ000329,2024-07,28.0,726,2436,40
U0002848,VZ000463,2024-07,11.08,1140,4627,55
U0002849,VZ000358,2024-07,55.45,1581,792,40
U0002850,VZ000427,2024-07,38.12,781,630,55
U0002851,VZ000161,2024-07,39.21,1511,2430,40
U0002852,VZ000340,2024-07,29.39,1667,1050,45
U0002853,VZ000388,2024-07,56.93,1508,3747,70
U0002854,VZ000331,2024-07,14.0,480,3755,45
U0002855,VZ000409,2024-07,15.06,1721,4311,70
U0002856,VZ000349,2024-07,57.63,575,707,45
U0002857,VZ000324,2024-07,10.59,1119,1380,70
U0002858,VZ000211,2024-07,26.47,639,1827,40
U0002859,VZ000030,2024-07,19.62,1974,1658,55
U0002860,VZ000417,2024-07,25.2,919,1948,70
U0002861,VZ000421,2024-07,44.68,1046,2379,40
U0002862,VZ000156,2024-07,4.98,1990,1745,45
U0002863,VZ000400,2024-07,23.13,1391,4988,70
U0002864,VZ000237,2024-07,20.77,804,4463,40
U0002865,VZ000404,2024-07,5.79,814,2847,70
U0002866,VZ000238,2024-07,27.11,544,1135,45
U0002867,VZ000353,2024-07,47.0,1503,712,55
